"url","Breed","Family","Original Function","Average Size Male","Average Size Female","Energy","Exercise","Playfulness","Affection","Friendliness to Dogs","Friendliness to Other Pets","Friendliness to Strangers","Ease of Traning","Watchdog Ability","Protection Ability","Grooming","Life Span"
"https://www.petfinder.com/dog-breeds/Norwich-Terrier","Adopt a Norwich Terrier","terrier","ratting, fox bolting","Ht: 10, Wt: 12","Ht: 10, Wt: 12","•••••","••••","••••","•••••","••••","•","••••","••••","••••••","••","••••","Life span: 13-15 years"
"https://www.petfinder.com/dog-breeds/Norfolk-Terrier","Adopt a Norfolk Terrier","terrier","ratting, fox bolting","Ht: 9-10, Wt: 11-12","Ht: 9-10, Wt: 11-12","•••••","••••","••••","••","••••","•","••••","•••","••••••","••","••••","Life span: 13-15 years"
"https://www.petfinder.com/dog-breeds/Otterhound","Adopt an Otterhound","scenthound","hunting otters","Ht: 27, Wt: 115","Ht: 24, Wt: 80","•••","••••","••••","••••••","••••","•","••••••","•••","•••••","••","••••","Life span: 10-13 years"
"https://www.petfinder.com/dog-breeds/Old-English-Sheepdog","Adopt an Old English Sheepdog","livestock, herding","sheep herding","Ht: 22+, Wt: 70-90","Ht: 21+, Wt: 60-80","••••","••••","••••","••••••","••••","•","•••••","••","••••","••••","•••••",
"https://www.petfinder.com/dog-breeds/Poodle-(Toy)","Unsupported content type application/javascript",,,,,,,,,,,,,,,,
"https://www.petfinder.com/dog-breeds/Pekingese","Adopt a Pekingese","companion","lap dog","Ht: 6-9, Wt: <14","Ht: 6-9, Wt: <14","••","••","••","••","••••","•","••","••","••••••","••","••••••",
"https://www.petfinder.com/dog-breeds/Papillon","Adopt a Papillon","spitz, spaniel, companion","lap dog","Ht: 8-11, Wt: 9-10","Ht: 8-11, Wt: 9-10","•••••","••","••••••","••••••","•••••","•","•••••","••••••","••••••","••","••••","Life span: 12-15 years"
"https://www.petfinder.com/dog-breeds/Pembroke-Welsh-Corgi","Adopt a Pembroke Welsh Corgi","livestock, herding","cattle driving","Ht: 10-12, Wt: 27","Ht: 10-12, Wt: 25","••••","••••","••••","•••••","••••","•","•••••","•••••","••••••","•••••","••",
"https://www.petfinder.com/dog-breeds/Pointer","Adopt a Pointer","gundog, pointer","Pointing","Ht: 25-28, Wt: 55-75","Ht: 23-26, Wt: 45-65","•••••","•••••","•••••","•••••","•••••","•","••••","••••","•••••","••••","••","Life span: 12-15 years"
"https://www.petfinder.com/dog-breeds/Petit-Basset-Griffon-Vendeen","Adopt a Petit Basset Griffon Vendeen","scenthound","trailing hare","Ht: 13-15, Wt: 25-35","Ht: 13-15, Wt: 25-35","•••••","••••","•••••","••••••","•••••","•","•••••","••","•••••","••","•••","Life span: 11-14 years"
"https://www.petfinder.com/dog-breeds/Pharaoh-Hound","Adopt a Pharaoh Hound","sighthound, Southern(pariah), primitive","hunting rabbits","Ht: 23-25, Wt: 45-55","Ht: 21-24, Wt: 45-55","••••","•••••","••••","••••","•••••","•","•••","••••","•••••","••","••","Life span: 11-14 years"
"https://www.petfinder.com/dog-breeds/Pomeranian","Adopt a Pomeranian","spitz, Northern (companion)","companion","Ht: 8-11, Wt: 3-7","Ht: 8-11, Wt: 3-7","•••••","••","•••••","••","••","•","••","••","••••••","••","••••",
"https://www.petfinder.com/dog-breeds/Portuguese-Water-Dog","Adopt a Portuguese Water Dog","gundog, water dog","fishing aid","Ht: 20-23, Wt: 42-60","Ht: 17-21, Wt: 35-50","•••••","•••••","•••••","•••••","••••","•","••••","••••","•••••","••••","••••••",
"https://www.petfinder.com/dog-breeds/Poodle-(Standard)","Adopt a Poodle (Standard)","Gun Dog, Companion, Water Dog","Water retrieving, performer","Ht: 15-21, Wt: 45-65","Ht: 15-21, Wt: 45-65","••••","•••••","•••••","••••","••••","•","••••","••••••","••••••","•••••","••••••",
"https://www.petfinder.com/dog-breeds/Puli","Adopt a Puli","livestock, herding, gundog","sheep herding","Ht: 17, Wt: 25-35","Ht: 16, Wt: 25-35","•••••","••••","••••","•••","••","•","••","•••","••••••","••••••","••••••",
"https://www.petfinder.com/dog-breeds/Rottweiler","Adopt a Rottweiler","livestock dog, sheepdog, mastiff (draft/cattle)","cattle drover, guardian, draft","Ht: 24-27, Wt: 85-135","Ht: 22-25, Wt: 80-100","••••","••••","•••","•••","••","•","••","••••","••••••","••••••","••","Life span: 8-11 years"
"https://www.petfinder.com/dog-breeds/Pug","Adopt a Pug","companion, mastiff (bulldog)","lap dog","Ht: 10-11, Wt: 14-18","Ht: 10-11, Wt: 14-18","••••","•••","•••••","•••••","••••","•","•••","••••","••••••","••","•••",
"https://www.petfinder.com/dog-breeds/Rhodesian-Ridgeback","Adopt a Rhodesian Ridgeback","sighthound, scenthound, Southern (sight)","large game (including lion) hunting, guardian","Ht: 25-27, Wt: 85","Ht: 24-26, Wt: 70","••••","••••","••••","••••","••","•","••","••••","••••••","••••••","••",
"https://www.petfinder.com/dog-breeds/Saint-Bernard","Adopt a Saint Bernard","livestock dog, sheepdog, mastiff","draft, search and rescue","Ht: >27.5, Wt: 120-200","Ht: >25, Wt: 120-200","•••","•••","••••","•••••","••••","•","••••","••••","•••","••","•••",
"https://www.petfinder.com/dog-breeds/Samoyed","Adopt a Samoyed","spitz, Northern (herding)","herding reindeer, guardian, draft","Ht: 21-23.5, Wt: 45-65","Ht: 19-21, Wt: 35-50","••••","••••","•••••","•••••","••••","•","•••••","•••","••••••","••","••••","Life span: 10-12 years"
"https://www.petfinder.com/dog-breeds/Poodle-(Miniature)","Adopt a Poodle (Miniature)","gun dog, companion, water dog","water retrieving, performer","Ht: 10-15, Wt: 12-18","Ht: 10-15, Wt: 12-18","•••••","••••","••••••","•••••","•••••","•","•••••","••••••","••••••","••","••••••","Suggested tests: eye, knee, hip"
"https://www.petfinder.com/dog-breeds/Saluki-(or-Gazelle-Hound)","Adopt a Saluki (or Gazelle Hound)","sighthound, Southern (sighthound)","coursing hare and gazelles","Ht: 23-28, Wt: 35-65","Ht: 23-28, Wt: 35-65","•••","••••","••••","••••","••••","•","••","••••","•••••","•••","••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/Scottish-Deerhound","Adopt a Scottish Deerhound","sighthound, Southern (sighthound)","coursing stag","Ht: 30-32, Wt: 85-110","Ht: >28, Wt: 75-95","•••","••••","•••","••••","•••••","•","••••","•••","••","•••","••••","Life span: 8-11 years"
"https://www.petfinder.com/dog-breeds/Scottish-Terrier","Adopt a Scottish Terrier","terrier","vermin hunting","Ht: 10, Wt: 19-22","Ht: 10, Wt: 18-21","••••","••••","••••","••••","••••","•","••••","••","••••••","•••","••••","Life span: 11-13 years"
"https://www.petfinder.com/dog-breeds/Sealyham-Terrier","Adopt a Sealyham Terrier","terrier","badger, otter, and fox hunting","Ht: 10.5, Wt: 23-24","Ht: 10.5, Wt: 18-22","•••","•••","•••","••••","••••","•","••••","••","•••••","••","••••","Life span: 11-13 years"
"https://www.petfinder.com/dog-breeds/Schipperke","Adopt a Schipperke","Sheepdog, Spitz, Northern (companion)","barge dog, watchdog, ratter","Ht: 11-13, Wt: 12-16","Ht: 10-12, Wt: 12-16","•••••","••••","••••","•••","••••","•","••","••","••••••","•••••","•••","Life span: 13-15 years"
"https://www.petfinder.com/dog-breeds/Shiba-Inu","Adopt a Shiba Inu","Spitz, Northern (companion)","hunting and flushing small game","Ht: 14.5-16.5, Wt: 20-30","Ht: 13.5-15.5, Wt: 20-30","••••","••••","••••","••••","•••","•","••••","•••","••••••","••••","••••","Life span: 12-15 years"
"https://www.petfinder.com/dog-breeds/Shetland-Sheepdog","Adopt a Shetland Sheepdog","livestock, herding","sheep herding","Ht: 13-16, Wt: 20","Ht: 13-16, Wt: 20","••••","••••","••••","••••","•••••","•","••","••••••","••••••","••","•••••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/Skye-Terrier","Adopt a Skye Terrier","terrier","fox and otter hunting","Ht: 10, Wt: 18-20","Ht: 9.5, Wt: 18-20","•••","•••","••••","•••••","••","•","••","••••","••••••","••","••••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/Tibetan-Spaniel","Unsupported content type application/javascript",,,,,,,,,,,,,,,,
"https://www.petfinder.com/dog-breeds/Silky-Terrier","Adopt a Silky Terrier","terrier","companion, small-vermin hunting","Ht: 9-10, Wt: 8-11","Ht: 9-10, Wt: 8-11","•••••","•••","•••••","••••","••••","•","••••","••••","••••••","••","••••","Life span: 11-14 years"
"https://www.petfinder.com/dog-breeds/Soft-Coated-Wheaten-Terrier","Adopt a Soft Coated Wheaten Terrier","terrier","vermin hunting, herding, guardian","Ht: 18-19, Wt: 35-40","Ht: 17-18, Wt: 30-35","••••","••••","•••••","••••••","••••","•","•••••","••••","•••••","•••","•••••",
"https://www.petfinder.com/dog-breeds/Shih-Tzu","Adopt a Shih Tzu","companion, herding","lap dog","Ht: 8-11, Wt: 9-16","Ht: 8-11, Wt: 9-16","••••","••","•••••","•••••","•••••","•","•••••","•••","••••","••","•••••",
"https://www.petfinder.com/dog-breeds/Siberian-Husky","Adopt a Siberian Husky","spitz, Northern (draft)","sled pulling","Ht: 21-23.5, Wt: 45-60","Ht: 20-22, Wt: 35-50","••••","•••••","•••••","•••••","••••","•","••••••","••","••••","••","••••",
"https://www.petfinder.com/dog-breeds/Spinone-Italiano","Adopt a Spinone Italiano","gundog, pointer","pointing and retrieving","Ht: 23.5-27.5, Wt: 71-82","Ht: 22.5-25.5, Wt: 62-71","••••","••••","••••","•••••","••••","•","•••••","••••","•••••","••","•••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/Welsh-Springer-Spaniel","Unsupported content type application/javascript",,,,,,,,,,,,,,,,
"https://www.petfinder.com/dog-breeds/Whippet","Unsupported content type application/javascript",,,,,,,,,,,,,,,,
"https://www.petfinder.com/dog-breeds/Smooth-Fox-Terrier","Adopt a Smooth Fox Terrier","terrier","vermin hunting, fox bolting","Ht: <15.5, Wt: 17-19","Ht: <15.5, Wt: 15-17","•••••","••••","•••••","•••••","••••","•","•••••","•••••","••••••","••","••","Life span: 10-13 years"
"https://www.petfinder.com/dog-breeds/Sussex-Spaniel","Adopt a Sussex Spaniel","gundog, spaniel","small game tracking and flushing","Ht: 13-15, Wt: 35-45","Ht: 13-15, Wt: 35-45","••••","••••","••••","•••••","••••","•","••••","•••","•••••","••••","••••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/Standard-Schnauzer","Adopt a Standard Schnauzer","schnauzer, livestock guard, terrier","ratting, guardian","Ht: 18.5-19.5, Wt: 40-45","Ht: 17.5-18.5, Wt: 35-40","•••••","••••","••••","•••","•••","•","••","••••","••••••","••••••","•••••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/Staffordshire-Bull-Terrier","Adopt a Staffordshire Bull Terrier","terrier, mastiff (bull)","ratting, companion","Ht: 18-19, Wt: 35-40","Ht: 17-18, Wt: 30-35","••••","••••","••••••","•••••","•••","•","••••","••••","••••","••••","••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/Vizsla","Adopt a Vizsla","gundog, pointer, versatile hunting dog","pointing, falconry, trailing","Ht: 22-24, Wt: 45-65","Ht: 21-23, Wt: 45-65","••••","••••","•••••","••••••","••••","•","••••••","••••","•••••","••","••",
"https://www.petfinder.com/dog-breeds/Weimaraner","Adopt a Weimaraner","gundog, pointer, versatile hunting dog","large game trailing","Ht: 25-27, Wt: 70-85","Ht: 23-25, Wt: 70-85","••••••","••••••","•••••","••••","•••","•","•••","•••","••••••","•••••","••",
"https://www.petfinder.com/dog-breeds/Tibetan-Terrier","Adopt a Tibetan Terrier","companion, herding","herder, good luck, companion","Ht: 15-16, Wt: 20-24","Ht: 15-16, Wt: 20-24","••••","••••","••••","•••••","••••","•","•••","••••","•••••","••","•••••","Life span: 12-15 years"
"https://www.petfinder.com/dog-breeds/Welsh-Terrier","Adopt a Welsh Terrier","terrier","otter, fox, badger, and rat hunting","Ht: 18-19, Wt: 35-40","Ht: 17-18, Wt: 30-35","••••","••••","••••","••••","••••","•","••","••","••••••","••","•••••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/Wire-Fox-Terrier","Adopt a Wire Fox Terrier","terrier","vermin hunting, fox bolting","Ht: <15.5, Wt: 17-19","Ht: <15.5, Wt: 15-17","•••••","••••","•••••","•••••","••","•","•••••","•••••","••••••","••","•••••",
"https://www.petfinder.com/dog-breeds/Wirehaired-Pointing-Griffon","Adopt a Wirehaired Pointing Griffon","gundog, pointer, versatile hunting dog","pointing, retrieving","Ht: 22-24, Wt: 50-60","Ht: 20-22, Wt: 50-60","•••••","•••••","••••","••••","••••","•","••••","••••","••••••","••••","••••","Life span: 12-14 years"
"https://www.petfinder.com/dog-breeds/West-Highland-White-Terrier","Adopt a West Highland White Terrier","terrier","fox, badger, and vermin hunting","Ht: 11, Wt: 15-21","Ht: 10, Wt: 15-21","•••••","••••","••••","••••••","••••","•","•••••","•••••","•••••","••","•••••",
"https://www.petfinder.com/dog-breeds/Yorkshire-Terrier","Adopt a Yorkshire Terrier","terrier","small vermin-hunting","Ht: 8-9, Wt: <7","Ht: 8-9, Wt: <7","•••••","••","•••••","••••","•••","•","••••","•••","••••••","••","•••••","Life span: 14-16 years"
